ID,Comments
754,Wanted to know the nearest store location. Wants to buy additional accessories.
891,He found a better rate and no contract. He said he cold not wait until his contract expired.
3114,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3722,He expected significantly better Technical Support.
843,transferred to manager ASAP
986,Needed help figuring out his bill. I explained our minute charges.
2377,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
3389,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
1801,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.
3697,Wants a new faceplate.
77,Said his battery never has worked well. Wants a new phone ASAP.
1300,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked."
1387,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
231,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
1233,Wanted to know the nearest store location. Wants to buy additional accessories.
1827,Very unhappy with new phone because it does not use a simm chip. He says he wll have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies use simm to make this easier with their phones.
798,transferred to manager ASAP
2994,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
767,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
1505,Called about new plan. Might switch soon. Wants more minutes.
1321,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
